"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000031200",44.6722902420909,-0.855733228070629,0.40877072832868,3.23640775859744e-05,0.00164604864875332
"ENSMUSG00000030602",533.036519492222,0.58916392581967,0.169476837493314,3.29952810245632e-05,0.00167062653833338
"ENSMUSG00000029028",222.142933817968,0.868335502452366,0.426804158408337,3.32145402076372e-05,0.00167422041734121
"ENSMUSG00000055799",77.520711406421,0.73522922287586,0.273094210224083,3.37666601028582e-05,0.00168986477076345
"ENSMUSG00000025283",488.727756540262,-0.593448762767803,0.171830858723721,3.38242350715207e-05,0.00168986477076345
"ENSMUSG00000044894",2573.35849576226,-0.548271827918073,0.152735534603308,3.44684378461526e-05,0.00170213235799963
"ENSMUSG00000034566",879.437446692736,-0.451339138083129,0.118675483321352,3.42430946388501e-05,0.00170213235799963
"ENSMUSG00000028470",318.298301150826,-0.554508034212717,0.155244063936719,3.45220361333731e-05,0.00170213235799963
"ENSMUSG00000053329",1262.40788459855,-0.482444963253027,0.128988715857013,3.48607242080044e-05,0.00170394994386397
"ENSMUSG00000020386",1878.46121703192,-0.487369779570237,0.130629962649691,3.47739860032097e-05,0.00170394994386397
